Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media
MARINGA;18/05/1966;0;;27.4;;;;19.86;59.25;3
MARINGA;18/05/1966;1200;0;;15;;;;;
MARINGA;19/05/1966;0;;27.4;;;;20.64;61.25;4.333.333
MARINGA;19/05/1966;1200;0;;16.1;;;;;
MARINGA;20/05/1966;0;;22;;;;16.88;93.75;1.666.667
MARINGA;20/05/1966;1200;14;;15;;;;;
MARINGA;21/05/1966;0;;23;;;;18;96;4.333.333
MARINGA;21/05/1966;1200;10;;15;;;;;
MARINGA;22/05/1966;0;;21;;;;17.98;97.25;3
MARINGA;22/05/1966;1200;51;;16;;;;;
MARINGA;23/05/1966;0;;21;;;;16.44;80.5;1.666.667
MARINGA;23/05/1966;1200;22;;15;;;;;
MARINGA;24/05/1966;0;;21.4;;;;13.08;66.75;3.666.667
MARINGA;24/05/1966;1200;0;;6;;;;;
MARINGA;25/05/1966;0;;23.2;;;;15.24;68;3
MARINGA;25/05/1966;1200;0;;7.4;;;;;
MARINGA;26/05/1966;0;;24.2;;;;17.84;65.75;2.333.333
MARINGA;26/05/1966;1200;0;;13.3;;;;;
MARINGA;27/05/1966;0;;25;;;;18.32;61.25;3.666.667
MARINGA;27/05/1966;1200;0;;13;;;;;
MARINGA;28/05/1966;0;;25.2;;;;18.08;65.5;1.666.667
MARINGA;28/05/1966;1200;0;;13.2;;;;;
MARINGA;29/05/1966;0;;26.3;;;;19.32;61.25;2.333.333
MARINGA;29/05/1966;1200;0;;13.1;;;;;
MARINGA;30/05/1966;0;;25.4;;;;18.22;69.5;1.666.667
MARINGA;30/05/1966;1200;0;;13.4;;;;;
MARINGA;31/05/1966;0;;25;;;;18.22;66;1.666.667
MARINGA;31/05/1966;1200;0;;12.4;;;;;
MARINGA;01/06/1966;0;;25.2;;;;18.84;59;1
MARINGA;01/06/1966;1200;0;;12.2;;;;;
MARINGA;02/06/1966;0;;23.4;;;;17.08;73.5;2.333.333
MARINGA;02/06/1966;1200;0;;12;;;;;
MARINGA;03/06/1966;0;;26.3;;;;18.3;62.25;1.666.667
MARINGA;03/06/1966;1200;0;;12;;;;;
MARINGA;04/06/1966;0;;24.4;;;;17.42;64.5;3
MARINGA;04/06/1966;1200;0;;13.1;;;;;
MARINGA;05/06/1966;0;;25;;;;17.64;66.5;1
MARINGA;05/06/1966;1200;0;;13.4;;;;;
MARINGA;06/06/1966;0;;24.3;;;;16.18;64.5;3
MARINGA;06/06/1966;1200;0;;11;;;;;
MARINGA;07/06/1966;0;;23.3;;;;14.92;73.25;1.666.667
MARINGA;07/06/1966;1200;0;;8.4;;;;;
MARINGA;08/06/1966;0;;26;;;;18.36;61;1
MARINGA;08/06/1966;1200;0;;12;;;;;
MARINGA;09/06/1966;0;;26.2;;;;18.36;58.25;2.333.333
MARINGA;09/06/1966;1200;0;;13.3;;;;;
MARINGA;10/06/1966;0;;26.1;;;;18.54;63;3.666.667
MARINGA;10/06/1966;1200;0;;13.1;;;;;
MARINGA;11/06/1966;0;;26;;;;19.6;52.75;5
MARINGA;11/06/1966;1200;0;;15;;;;;
MARINGA;12/06/1966;0;;28.3;;;;21.12;61.25;5
MARINGA;12/06/1966;1200;0;;15.3;;;;;
MARINGA;13/06/1966;0;;27.4;;;;21.28;58.75;7.333.333
MARINGA;13/06/1966;1200;0;;16;;;;;
MARINGA;14/06/1966;0;;28.4;;;;22.32;62.5;5
MARINGA;14/06/1966;1200;0;;17.2;;;;;
MARINGA;15/06/1966;0;;26;;;;19.52;77;2.333.333
MARINGA;15/06/1966;1200;0;;12.4;;;;;
MARINGA;16/06/1966;0;;29.1;;;;22.82;70.25;4.333.333
MARINGA;16/06/1966;1200;0;;19;;;;;
MARINGA;17/06/1966;0;;29.2;;;;21.88;71.5;2.333.333
MARINGA;17/06/1966;1200;0;;18.2;;;;;
MARINGA;18/06/1966;0;;27.1;;;;20.18;85.75;2.333.333
MARINGA;18/06/1966;1200;4;;17.2;;;;;
MARINGA;19/06/1966;0;;27.4;;;;19.96;73.25;2.333.333
MARINGA;19/06/1966;1200;0;;16;;;;;
MARINGA;20/06/1966;0;;27.4;;;;20.28;68.5;3
MARINGA;20/06/1966;1200;0;;15;;;;;
MARINGA;21/06/1966;0;;27.1;;;;20.62;59.5;6
MARINGA;21/06/1966;1200;0;;16.4;;;;;
MARINGA;22/06/1966;0;;27.2;;;;21.16;67.5;3.666.667
MARINGA;22/06/1966;1200;0;;17.2;;;;;
MARINGA;23/06/1966;0;;26.2;;;;18.6;81.75;3
MARINGA;23/06/1966;1200;0;;16;;;;;
MARINGA;24/06/1966;0;;19;;;;13.3;76.5;2.333.333
MARINGA;24/06/1966;1200;19.3;;10;;;;;
MARINGA;25/06/1966;0;;26.1;;;;16.84;77;3
MARINGA;25/06/1966;1200;0;;8.1;;;;;
MARINGA;26/06/1966;0;;27.1;;;;21.08;63.75;4.333.333
MARINGA;26/06/1966;1200;0;;17;;;;;
MARINGA;27/06/1966;0;;27.4;;;;21.54;63.25;5.666.667
MARINGA;27/06/1966;1200;0;;17.4;;;;;
MARINGA;28/06/1966;0;;28.2;;;;21.24;65.25;5
MARINGA;28/06/1966;1200;0;;16;;;;;
MARINGA;29/06/1966;0;;20;;;;15.64;95;3.666.667
MARINGA;29/06/1966;1200;5;;13;;;;;
MARINGA;30/06/1966;0;;15.3;;;;12.06;88.5;3
MARINGA;30/06/1966;1200;12;;10;;;;;
MARINGA;01/07/1966;0;;18;;;;11.74;86.25;2.333.333
MARINGA;01/07/1966;1200;2;;6.2;;;;;
MARINGA;02/07/1966;0;;20.2;;;;15;89.75;3
MARINGA;02/07/1966;1200;2;;10;;;;;
MARINGA;03/07/1966;0;;25.4;;;;17.24;79;1.666.667
MARINGA;03/07/1966;1200;4;;11;;;;;
MARINGA;04/07/1966;0;;25.3;;;;18.66;74;1.666.667
MARINGA;04/07/1966;1200;0;;13.4;;;;;
MARINGA;05/07/1966;0;;25;;;;18.04;73;1.666.667
MARINGA;05/07/1966;1200;0;;12.4;;;;;
MARINGA;06/07/1966;0;;23.3;;;;17.98;80.5;2.333.333
MARINGA;06/07/1966;1200;0;;15.4;;;;;
MARINGA;07/07/1966;0;;26;;;;19.78;71.75;3.666.667
MARINGA;07/07/1966;1200;0;;16.2;;;;;
MARINGA;08/07/1966;0;;26.3;;;;19.62;75.25;4.333.333
MARINGA;08/07/1966;1200;0;;14.4;;;;;
MARINGA;09/07/1966;0;;27.4;;;;20.24;64.75;3.666.667
MARINGA;09/07/1966;1200;0;;16;;;;;
MARINGA;10/07/1966;0;;27.3;;;;20.36;58.75;2.333.333
MARINGA;10/07/1966;1200;0;;16.3;;;;;
MARINGA;11/07/1966;0;;28;;;;22.04;61.75;3
MARINGA;11/07/1966;1200;0;;18.2;;;;;
MARINGA;12/07/1966;0;;29.3;;;;23.18;55.5;2.333.333
MARINGA;12/07/1966;1200;0;;19;;;;;
MARINGA;13/07/1966;0;;29.3;;;;22.52;50.75;3
MARINGA;13/07/1966;1200;0;;17.4;;;;;
MARINGA;14/07/1966;0;;27.4;;;;22.56;52.75;3
MARINGA;14/07/1966;1200;0;;17.4;;;;;
MARINGA;15/07/1966;0;;23;;;;13.64;96;3
MARINGA;15/07/1966;1200;2;;10;;;;;
MARINGA;16/07/1966;0;;18.3;;;;11.72;74.5;1
MARINGA;16/07/1966;1200;21;;7;;;;;
MARINGA;17/07/1966;0;;26.1;;;;17.68;64.5;1.666.667
MARINGA;17/07/1966;1200;0;;8.2;;;;;
MARINGA;18/07/1966;0;;29;;;;21.2;56;4.333.333
MARINGA;18/07/1966;1200;0;;15;;;;;
MARINGA;19/07/1966;0;;28;;;;21.22;55.75;3
MARINGA;19/07/1966;1200;0;;17.3;;;;;
MARINGA;20/07/1966;0;;27.4;;;;20.66;57.25;3
MARINGA;20/07/1966;1200;0;;16.3;;;;;
MARINGA;21/07/1966;0;;28;;;;20.58;60.5;1.666.667
MARINGA;21/07/1966;1200;0;;16.4;;;;;
MARINGA;22/07/1966;0;;28;;;;22.66;63.25;7.333.333
MARINGA;22/07/1966;1200;0;;18.1;;;;;
MARINGA;23/07/1966;0;;23;;;;15.6;68.5;3.666.667
MARINGA;23/07/1966;1200;12;;11;;;;;
MARINGA;24/07/1966;0;;24;;;;15.34;59;1.666.667
MARINGA;24/07/1966;1200;0;;8;;;;;
MARINGA;25/07/1966;0;;25;;;;17.22;66.25;4.333.333
MARINGA;25/07/1966;1200;0;;10;;;;;
MARINGA;26/07/1966;0;;25;;;;18.08;66.75;3.666.667
MARINGA;26/07/1966;1200;0;;12.4;;;;;
MARINGA;27/07/1966;0;;25.3;;;;18.5;66.25;3
MARINGA;27/07/1966;1200;0;;14.1;;;;;
MARINGA;28/07/1966;0;;26.1;;;;20.18;62.5;5.333.333
MARINGA;28/07/1966;1200;0;;16;;;;;
MARINGA;29/07/1966;0;;26.1;;;;18.06;73.5;4.333.333
MARINGA;29/07/1966;1200;0;;15.2;;;;;
MARINGA;30/07/1966;0;;18.1;;;;11.48;90.25;2.333.333
MARINGA;30/07/1966;1200;0;;7.2;;;;;
MARINGA;31/07/1966;0;;18;;;;12.5;67.25;1.666.667
MARINGA;31/07/1966;1200;4;;8;;;;;
MARINGA;01/08/1966;0;;21.2;;;;11.88;58;1.666.667
MARINGA;01/08/1966;1200;0;;5;;;;;
MARINGA;02/08/1966;0;;27;;;;17.62;66.5;3.666.667
MARINGA;02/08/1966;1200;0;;9;;;;;
MARINGA;03/08/1966;0;;26.4;;;;20.6;69.5;3
MARINGA;03/08/1966;1200;1;;12;;;;;
MARINGA;04/08/1966;0;;27.1;;;;18.14;80.75;5
MARINGA;04/08/1966;1200;0;;14;;;;;
MARINGA;05/08/1966;0;;14.1;;;;7.04;82;6
MARINGA;05/08/1966;1200;0;;4.2;;;;;
MARINGA;06/08/1966;0;;15;;;;7.34;68;3
MARINGA;06/08/1966;1200;0;;0.2;;;;;
MARINGA;07/08/1966;0;;23.3;;;;13.34;65;1.666.667
MARINGA;07/08/1966;1200;0;;4.3;;;;;
MARINGA;08/08/1966;0;;25.1;;;;16.64;70.25;2.333.333
MARINGA;08/08/1966;1200;0;;10.3;;;;;
MARINGA;09/08/1966;0;;26.4;;;;18.12;68.75;1.666.667
MARINGA;09/08/1966;1200;0;;12;;;;;
MARINGA;10/08/1966;0;;27.4;;;;19.16;68.25;3
MARINGA;10/08/1966;1200;0;;12.2;;;;;
MARINGA;11/08/1966;0;;29.2;;;;21.64;57.5;3.666.667
MARINGA;11/08/1966;1200;0;;15.2;;;;;
